<tbl>
<tt> Besetzung im Musikbereich
<dt> 382.tab
<tag> 382
<row>mst QQ !96205870X! QQ Männerstimme
<row>mar QQ !041688945! QQ Marimba
<row>marp QQ !041688953! QQ Marimbaphon
<row>mault QQ !042096227! QQ Maultrommel
<row>md QQ !042329396! QQ Mandoline
<row>mel QQ !041693868! QQ Melodica
<row>metallo QQ !1011505215! QQ Metallophon
<row>msop QQ !948695250! QQ Mezzosopran
<row>musette QQ !041788532! QQ Sackpfeife
<row>ob QQ !041393910! QQ Oboe
<row>obda QQ !041723236! QQ Oboe d'amore
<row>onde QQ !950031860! QQ Ondes Martenot
<row>orch QQ !041727088! QQ Orchester
<row>org QQ !040438449! QQ Orgel
<row>panfl QQ !040444627! QQ Panflöte
<row>pikfl QQ !041971728! QQ Pikkoloflöte
<row>pipa QQ !043159168! QQ Pipa
<row>pk QQ !041735676! QQ Pauke
<row>pos QQ !040468658! QQ Posaune
<row>psalt QQ !041973879! QQ Psalterium
<row>sax QQ !041792505! QQ Saxophon
<row>schz QQ !041372840! QQ Schlagzeug
<row>sheng QQ !041707540! QQ Mundorgel
<row>sho QQ !041707540! QQ Mundorgel
<row>singst QQ !041569415! QQ Gesangsstimme
<row>sitar QQ !041815874! QQ Sitar
<row>sopr QQ !946059004! QQ Sopran
<row>sopranino QQ !1011505339! QQ Sopranino
<row>ssax QQ !1000804089! QQ Sopransaxophon
<row>sinstr QQ !1000788717! QQ Sopraninstrument
<row>sprech QQ !041825454! QQ Sprecher
<row>sprSt QQ !04057587X! QQ Stimme
<row>strorch QQ !041836308! QQ Streichorchester
<row>synth QQ !041842537! QQ Synthesizer
<row>tasti QQ !040591034! QQ Tasteninstrument
<row>tb QQ !040611302! QQ Tuba
<row>ten QQ !041847180! QQ Tenor <Stimmlage>
<row>teni QQ !1000788938! QQ Tenorinstrument
<row>tsax QQ !1000804143! QQ Tenorsaxophon
<row>theor QQ !041850920! QQ Theorbe
<row>tonb QQ !041358678! QQ Tonband
<row>traut QQ !956704387! QQ Trautonium
<row>tri QQ !972618783! QQ Triangel
<row>tro QQ !041172558! QQ Trommel
<row>trp QQ !040609936! QQ Trompete
<row>va QQ !041883640! QQ Viola
<row>vada QQ !041277643! QQ Viola d'amore
<row>vagb QQ !04127766X! QQ Viola da gamba
<row>vc QQ !040635848! QQ Violoncello
<row>vib QQ !041882040! QQ Vibraphon
<row>violetta QQ !1011505398! QQ Violetta
<row>violone QQ !955277752! QQ Violone
<row>vl QQ !040197913! QQ Violine
<row>whr QQ !041889797! QQ Waldhorn
<row>wbd QQ !100080996X! QQ Washboard
<row>xyl QQ !04190396X! QQ Xylophon
<row>yoko QQ !1011505509! QQ Yokobue
<row>zheng QQ !043090249! QQ Zheng
<row>zth QQ !04067892X! QQ Zither
<row>zorch QQ !04323707X! QQ Zupforchester
</tbl>
